Restaurant Name,Cuisines,Address,City,Postcode,Phone Number,Reviews,Average Review
"Royal Chicken Palace","Chicken, Pizza, Halal","123 Cleveden Road","Glasgow","G12 0JU","01413574867","294","5"
"Cafe 81","Café, British","2-16 Braes Avenue","Clydebank","G81 1DP","07706460586","28","5"
"Ashoka Ashton Lane","Indian, Curry","19 Ashton Lane","Glasgow","G12 8SJ","01413371115","95","5"
"Spice Chilli Indian Restaurant & Takeaway","Indian, Curry, Halal","Unit 8, Baljaffray shopping centre, Bearsden","Glasgow","G61 4RN","01419424445","347","5.5"
"Indian Orchard","Indian, European","315 Dumbarton Road","Glasgow","G11 6AL","01413575624","195","5.5"
"Little Curry House","Indian, Curry, Halal","41 Byres Road","Glasgow","G11 5RG","01413391339","544","5.5"
"New Cafe Punjab","Indian, Pizza, Halal","18 Alexander Street","18 Alexander Street","G81 1RZ","01419526960","122","5.5"
"Home Style Authentic Indian Cuisine","Curry, Indian, Halal","470 Paisley Road","Glasgow","G5 8RE","01414292234","2593","5.5"
"Mario’s Plaice","Fish & Chips, Italian","285 Byres Road","Glasgow","G12 8TL","01413346561","53","5.5"
"Barbeque King","Italian, Indian","488 Great Western Road","Glasgow","G12 8EW","01413571020","815","4"
"Burger & Bun","Burgers, American","149 Milngavie Road","Bearsden","G61 3DY","01419429777","49","4.5"
"Hot Pot","Curry, Indian, Halal","688 Dumbarton Road","Glasgow","G11 6RB","07881744109","5","5"
"Wrapchic - Glasgow","Indian, Halal","210 Castlebank Street","Glasgow","G11 6DN","01413372529","35","5.5"
"Bagel Mania","Bagels","195 Byres Road","Glasgow","G12 8TN","01413399704","11","5.5"
"Dilli Haat","Indian, Pizza, Halal","67 Milngavie Road","Bearsden","G61 2DW","01419423737","74","4.5"
