Restaurant Name,Cuisines,Address,City,Postcode,Phone Number,Reviews,Average Review
"Dersim Kebab & Pizza House","Pizza, Kebab","166 Dalry Road","Edinburgh","EH11 2EG","01313468396","119","4.5"
"The Marmaris","Fish & Chips, Kebab","72 Dalry Road","Edinburgh","EH11 2AY","01313133433","808","4.5"
"Erbil","Kebab, Fish & Chips, Halal","54 Rodney Street","Edinburgh","EH7 4BX","01315579900","180","5.5"
"Ephesus Takeaway","Kebab, Pizza","21 Great Junction Street","Edinburgh","EH6 5HX","01316299512","400","5"
"You Rice","Chinese, Japanese","179 Bruntsfield Place","Edinburgh","EH10 4DG","01312299834","1505","4.5"
"Ola Kala Greek Grill & Deli","Greek, Grill","202 Morrison Street","Edinburgh","EH3 8EA","01316292820","461","5"
"Baskin Robbins","Desserts, Cakes","9f Holyrood Road","Edinburgh","EH8 8FQ","01312818823","97","4.5"
"KFC Edinburgh - St Andrews Street","Chicken","7 South Saint Andrew Street","Edinburgh","EH2 2AU","02039126648","129","4"
"Los Cardos","Mexican, Burritos","224 Leith Walk","Edinburgh","EH6 5EQ","01315554411","1164","5.5"
"Razzo Pizza Napoletan","Pizza, Italian","59 Great Junction Street","Edinburgh","EH6 5HX","01315544748","57","5.5"
"Global Fried Chicken","Chicken, Pizza","48 Niddrie Mains Road","Edinburgh","EH16 4BG","01316616965","288","5"
"Street Box","Thai, Oriental","53 Raeburn Place","Edinburgh","EH4 1HX","01313320031","131","5.5"
"Soup & Thai","Thai, Soup, Halal","28 Warrender Park Road","Edinburgh","EH9 1JG","01316671092","163","5.5"
"Food For U","Chinese","189 Morningside Road","Edinburgh","EH10 4QP","01314528081","1172","4.5"
"KFC Edinburgh Nicolson Street","Chicken","36 Nicolson Street","Edinburgh","EH8 9DT","02039126648","79","3.5"
"Filling Station - Edinburgh Rose Street","Burgers, American","66 Rose Street","Edinburgh","EH2 2NN","02039126648","12","3.5"
"Hey Pizza","Pizza, Milkshakes","27-28 Henderson Garden","Edinburgh","EH6 6BX","01312815520","215","5"
"Italian Connection","Italian, Pizza","84 Bruntsfield Place","Edinburgh","EH10 4HG","01312290706","486","5"
"Gautam's Restaurant","Nepalese, Indian, Halal","13-14 Dalziel Place","Edinburgh","EH7 5TP","07847798365","97","5.5"
"Subway - Home Street","Sandwiches, Lunch","30 Home Street","Edinburgh","EH3 9LZ","02039126648","36","4"
"13:02 Dessert Cafe","Lunch, Desserts","57a Home Street","Edinburgh","EH3 9JP","01312294266","136","5.5"
"Bengal Spice","Indian, Curry","8 Montagu Terrace","Edinburgh","EH3 5QX","01314670651","884","5"
"Curry Cafe","Indian, Curry","30 Elm Row, Leith Walk","Edinburgh","EH7 4AH","01315568435","1338","5.5"
"China Flavour","Chinese, Oriental","118 Spring Gardens","Edinburgh","EH8 8EY","01316612288","117","4.5"
"Bravo Restaurant and Cafe","Burgers, Indian, Halal","175 Dalry Road","Edinburgh","EH11 2EB","01313370079","85","5.5"
"Kebabish Original~","Indian, Kebab, Halal","128 Dalry Road Midlothian","Edinburgh","EH11 2EZ","01313373371","898","4.5"
"KFC Edinburgh - Meadowbank Retail Park","Chicken, Halal","Meadowbank Retail Park","Edinburgh","EH7 5TS","02039126648","120","3.5"
"Yang's","Chinese, Oriental","1B Inverleith Gardens","Edinburgh","EH3 5PU","01315528404","211","5"
"Madras Cottage","Indian, American, Halal","11 Pirsehill Place","Edinburgh","EH8 7EH","01316619246","534","5"
"Fat Tony's","Fish & Chips, Fast Food","61 Mayfield Place","Edinburgh","EH9 3AA","01316683890","113","5.5"
"Slumdog Delivered","Indian, Street Food, Halal","38-39 Elm Row","Edinburgh","EH7 4AH","01312973297","694","5"
"Beirut","Lebanese, Middle Eastern, Halal","18 Marshall Street","Edinburgh","EH8 9BX","01316679919","69","5"
"Shahi Manzil","Indian, Bangladeshi","157 Willowbrae Road","Edinburgh","EH8 7JB","01316610441","834","5"
"Pizza Plus","Pizza, Italian","560 Gorgie Road","Edinburgh","EH11 3AL","01314662520","426","5"
"Vietnam House Restaurant","Vietnamese","3 Grove Street","Edinburgh","EH3 8AF","01312283383","41","5.5"
"Hanmi Edinburgh","Korean, Chinese","167-171 Dundee Street","Edinburgh","EH11 1BY","01312285526","19","4.5"
"Frankie & Benny's - Edinburgh Royal Mile","American, Burgers","130 High Street","Edinburgh","EH1 1QS","02039126648","19","4"
"Stacks - Edinburgh Rose Street","Burgers","66 Rose Street","Edinburgh","EH2 2NN","02039126648","8","4"
"Marmaris Kebab House","Kebab, Pizza, Halal","35 Clerk Street","Edinburgh","EH8 9JH","01316227555","839","5"
"Bombay Spice","Indian, Pakistani, Halal","138-140 Duke Street","Edinburgh","EH6 8HR","01315553007","571","4.5"
"Saiyem's","Indian, Bangladeshi","386 Gorgie Road","Edinburgh","EH11 2RQ","01313373211","203","4.5"
"Cheeky Chicken","Chicken, Peri Peri, Halal","4 Wardlaw Place","Edinburgh","EH11 1UB","01316291484","132","4.5"
"The Village","Indian, Curry, Halal","103 Brunswick Street","Edinburgh","EH7 5HR","01315588488","196","5.5"
"May Sum Chinese Takeaway","Chinese","32 Craigentinny Road","Edinburgh","EH7 6LT","01316529980","849","4.5"
"Azas Kitchen","Breakfast, Pizza, Halal","87 Saint Leonard's Street","Edinburgh","EH8 9QY","01316628266","176","5"
"56 North","Burgers, Breakfast","2 West Crosscauseway","Edinburgh","EH8 9JP","01316628860","5","4"
"Subway - Hanover Street","Sandwiches, Lunch","43 Hanover St","Edinburgh","EH2 2PJ","02039126648","12","3.5"
"Dim Sum by Saigon Saigon","Dim Sum","14 South Saint Andrew Street","Edinburgh","EH2 2AZ","01315573737","3","3.5"
"El Falafel","Fast Food, Middle Eastern","15 Bristo Place","Edinburgh","EH1 1EZ","01314772455","6","5"
"Rendezvous Restaurant & Takeaway","Chinese","10a Queensferry Street","Edinburgh","EH2 4PG","01312252023","1694","5"
"Subway - 4 Leith Walk","Sandwiches, Lunch","4 Leith Walk","Edinburgh","EH6 5AE","01315547545","39","3.5"
"@pizza","Pizza, Italian","4 Charlotte Lane","Edinburgh","EH2 4QZ","01312855940","85","5.5"
"Tempo Tea Bar","Bubble Tea, Drinks","7 East Market Street","Edinburgh","EH8 8FS","01315564763","10","5"
"Taquito","Mexican, Fast Food","32 Home Street","Edinburgh","EH3 9LZ","02039126648","26","5"
"Indian Flavour","Indian, Curry","47 Ferry Road","Edinburgh","EH6 4AF","01315554966","161","5"
"The Chicken Crew~","Chicken, Peri Peri, Halal","25 Dalry Road","Edinburgh","EH11 2BQ","01313371389","368","4.5"
"Bon Bon","Desserts, Ice Cream","65 Elm Row","Edinburgh","EH7 4AQ","02039126648","21","4.5"
"Bonsai Bar Bistro","Sushi, Japanese","46 West Richmond Street","Edinburgh","EH8 9DZ","01316683847","72","4.5"
"Gon Vietnamese","Vietnamese, Asian","17 Cadzow Place","Edinburgh","EH7 5SN","02039126648","65","5.5"
"Eatalia's","Fish & Chips, Pizza","1 Brunswick Place","Edinburgh","EH7 5HP","01315578484","1680","5"
"Frankie & Benny's - Fountain Park","American, Burgers","130 Dundee Street,","Edinburgh","EH11 1AF","02039126648","11","3"
"Mango Tree","Bangladeshi, Indian, Halal","69 Mayfield Road","Edinburgh","EH9 3AA","01316683333","66","4.5"
"Chinese Bubble Tea","Drinks, Asian","30 Dalry Road Edinburgh","Edinburgh","EH11 2BA","01312619149","5","3.5"
"Gourmet Burger Kitchen (GBK) - Edinburgh","Burgers, American","137 George St, Edinburgh","Edinburgh","EH2 4JY","02039126648","47","4.5"
"Delicious Italian","Italian, Pizza","60 Warrender Park Road","Edinburgh","EH9 1EX","01312283800","360","5"
"Papa John's Pizza - Fountainbridge","Pizza, American","Unit 9, 114 Dundee Street","Edinburgh","EH11 1AB","01312297979","495","5"
"La Campagnola","Italian, Pizza","11 Drumsheugh Place","Edinburgh","EH3 7PT","01312256049","799","4.5"
"Subway Lothian Road","Subways, Sandwiches","122 Lothian Road","Edinburgh","EH3 9BG","02039126648","88","4.5"
"Crollas Gelateria","Ice Cream, Desserts","1 Coalhill, The Shore","Edinburgh","EH6 6RH","01315553664","6","3.5"
"Salt 'n' Vinegar","Fish & Chips, British","75 Lothian Road","Edinburgh","EH3 9AW","01312416097","46","5"
"Moratti","Italian, Pizza","68 St Mary Street","Edinburgh","EH1 1SX","01315588337","111","5"
"Indian Lounge","Indian, Curry","129A Rose Street","Edinburgh","EH2 3DT","01312262862","6","4.5"
"Pizza Hut Delivery - Newington Rd","Pizza, American","73 Newington Road","Edinburgh","EH9 1QW","01316673434","182","3"
"The Mash Tun","British, Burgers","154 Easter Road","Edinburgh","EH7 5RL","01316613896","26","5"
"The Pakora Bar","Indian","96 Hanover Street","Edinburgh","EH2 1DR","01312251115","33","5"
"Muzzicuni Sicily Bites","Italian","9 Albert Place","Edinburgh","EH7 5HN","07843331419","13","5"
"Guchhi Indian Restaurant","Indian, Halal","50 East Fountainbridge","Edinburgh","EH3 9BH","01312286666","61","4.5"
"Toranj","Persian, Kebab","20 Leopold Place","Edinburgh","EH7 5LB","01316291526","46","5.5"
"Hanam's Restaurant","Middle Eastern, Kurdish","3 Johnston Terrace","Edinburgh","EH1 2PW","01312251329","80","5.5"
"Passage To India","Indian, Curry","20 Union Place","Edinburgh","EH1 3NQ","01315564547","21","5"
"NKD Pizza Corstorphine","Pizza, Italian","259-261 Saint John's Road","Edinburgh","EH12 7XD","01315552314","211","5"
"Pizza Posto","Pizza, Italian","16 Nicolson Street","Edinburgh","EH8 9DH","01315579941","52","4"
"Made in Italy","Pizza, Italian","42 Grassmarket","Edinburgh","EH1 2JU","01316227328","25","5"
"BRGR Edinburgh","Burgers, American","4-6 Nicolson Street","Edinburgh","EH8 9DH","02039126648","46","3"
"KFC Edinburgh - Princes Mall","Chicken","Unit 11, Princess Mall","Edinburgh","EH1 1BQ","02039126648","20","4"
"Subway - 219 Leith Walk","Sandwiches, Lunch","219 Leith Walk","Edinburgh","EH6 5DT","02038269530","12","4"
"Stack & Grill by Cafe Rouge - Edinburgh","Burgers, Sandwiches","43 Frederick Street","Edinburgh","EH2 1EP","02039126648","21","4"
"Mamma's American Pizza","Pizza, Italian","28 Grassmarket","Edinburgh","EH1 2JU","01312256464","29","4.5"
"O'Oliviero","Italian, Pizza","64 Grassmarket","Edinburgh","EH1 2JR","01312263706","8","4"
"10 to 10 in Delhi","Indian, Curry","67 Nicolson Street","Edinburgh","EH8 9BZ","07536757770","28","5"
"Salvatore's Fish N Chips","Fish & Chips, Pizza","16 Roseneath Street","Edinburgh","EH9 1JH","01312294087","307","5.5"
"The Curry House","Indian, Curry, Halal","24 Glasgow Road","Edinburgh","EH12 8HL","01314767347","507","4.5"
"MC’s Takeaway","British, Italian","5 Newbattle Road","Dalkeith","EH22 4RA","01316600300","125","4.5"
"Bhattis Fried Chicken","Chicken, Pizza, Halal","7 Saint Patrick Street","Edinburgh","EH8 9HB","01316624455","166","4"
"Shamoli Thai & Indian Cuisine","Indian, Thai, Halal","105 High Street","Midlothian","EH1 1SG","01315581497","27","5"
"Papavero","Italian","18 Howe Street","Edinburgh","EH3 6TG","01312258204","12","5"
"Bella Italia Edinburgh Hanover","Italian, Pizza","9 Hanover Street","Edinburgh","EH2 2PL","02039126648","17","2.5"
"Laila's Bistro","Mediterranean, Persian","63 Cockburn Street","Edinburgh","EH1 1BS","01312265097","15","4"
"Las Iguanas Edinburgh","Latin American, Brazilian food","141 George Street","Edinburgh","EH2 4JY","02039126648","28","4.5"
"Rojava Restaurant.","Kebab, Kurdish","97-101 Morrison Street","Edinburgh","EH3 8BX","01314784503","20","5.5"
"Caffe Rapido","Pizza, Fish & Chips","77-79 Broughton Street","Edinburgh","EH1 3RJ","01315562041","2650","4"
"Dimsum Box","Dim Sum, Sushi","3 Annfield","Edinburgh","EH6 4JF","01312376877","63","5.5"
"Burrito N Shake","Mexican, Burritos, Halal","97-99 South Bridge","Edinburgh","EH1 1HN","01316674947","800","4"
"Noodle N Rice","Chinese, Thai, Halal","24-25 South Bridge","Edinburgh","EH1 1LL","01316674947","722","4"
"Wanderlust Cafe & Bistro","Burgers, Lunch","274 Canongate","Edinburgh","EH8 8AA","01315570480","0","0"
"Burrito n Shake","Mexican, Burritos, Halal","24-25 South Bridge","Edinburgh","EH1 1LL","01312253815","118","3"
"Vinyasa Bengali & Indian Restaurant","Indian, Bangladeshi, Halal","34 St Marys Street","Edinburgh","EH1 1SX","01315566776","429","5.5"
"Kurdish Best Kebab House","Kebab, Pizza, Halal","58 Montrose Terrace","Edinburgh","EH7 5DP","01316613479","362","5"
"The Curry Leaf","Indian, Curry","139 Bruntsfield Place","Edinburgh","EH10 4EB","01312299194","1917","5.5"
"Shapla","Bangladeshi, Indian, Halal","87 Easter Road","Edinburgh","EH7 5PW","01316520405","1614","5"
"Gy Chinese Takeaway","Chinese, Oriental","27 Roseneath Place","Edinburgh","EH9 1JD","01312299922","1470","5"
"Benes","Fish & Chips, Pizza","162 Canongate","Edinburgh","EH8 8DD","01315571092","563","5.5"
"Ruchi Tandoori Takeaway","Indian, Bangladeshi","4 London Road","Edinburgh","EH7 5AP","01316611500","568","5.5"
"Shangri-La","Chinese","22 Rodney Street","Edinburgh","EH7 4EA","01315573876","603","5"
"Mughal's Spice","Indian, Curry, Halal","4 Albert Place","Edinburgh","EH7 5HN","01315534573","24","5"
"Luca's","Italian, Fish & Chips","69-71 Bread Street","Edinburgh","EH3 9AH","01312293028","182","4"
"Shanaz (Stockbridge)","Indian, Bangladeshi, Halal","45 Raeburn Place","Edinburgh","EH4 1HX","01313326606","159","5.5"
"Eastern Spices","Indian, Curry, Halal","6 Howard Street","Edinburgh","EH3 5JP","01315583609","533","5.5"
"Dough-Wood Fired Pizza","Italian, Pizza","172 Rose Street","Edinburgh","EH2 4BA","01312251588","948","5.5"
"Rigatoni's Italian Pizzeria","Pizza, Italian","27 South Clerk Street","Edinburgh","EH8 9JD","01316620756","738","5.5"
"Ichiban","Japanese, Chinese","34 West Preston Street","Edinburgh","EH8 9PY","01316621133","1445","5"
"Asha","Indian, Curry","123 Corstorphine Road","Edinburgh","EH12 5PZ","01313131539","961","5"
"The Oasis","Noodles, Mexican","10 Chapel Street","Edinburgh","EH8 9AY","01316674947","225","4"
"A Mano","Italian, Pizza","34 Buccleuch Street","Edinburgh","EH8 9LP","07838142347","2","4.5"
"In Touch","Indian, Bangladeshi","8 Inverlieth Gardens","Edinburgh","EH3 5PU","01315516892","927","5"
"Kasbah Takeaway","Indian, Curry, Halal","24 Marchmont Road","Edinburgh","EH9 1HZ","01312292001","421","5"
"Wokness","Chinese, Oriental","21a Strathearn Road","Edinburgh","EH9 2AB","01316293570","720","5"
"Topkapi Kebab House","Turkish, Kebab, Halal","107-109 Fountainbridge","Edinburgh","EH3 9QG","01316291727","118","4.5"
"Veloce Italian Street Food","Italian, Pizza","48 Haymarket Terrace","Edinburgh","EH12 5LA","01313373060","230","5"
"True Thai Cuisine","Thai, Oriental","49-51 Causewayside","Edinburgh","EH9 1QF","01316621199","224","4.5"
"Ronaq Indian Restaurant","Indian","31 East Market Street","Edinburgh","EH8 8FS","01315587683","12","5"
"The Bombay Bicycle Club","Indian, Curry","6 Brougham Place","Edinburgh","EH3 9HW","01312293839","28","5"
"The Everest","Indian, Curry","52 Home Street","Edinburgh","EH3 9NA","01312291348","206","5"
"Abduls","Indian, Curry","22 Comiston Road","Edinburgh","EH10 5QE","01314474999","761","5.5"
"Spice & Nice","Indian, Curry, Halal","8 Wardieburn Drive","Edinburgh","EH5 1BU","01315522039","678","5.5"
"Pasha","Pizza, Kebab","9 Bread Street","Edinburgh","EH3 9AL","01314772888","59","4"
"Noodle n Rice","Noodles, Oriental, Halal","1-2 Liberton Dams","Edinburgh","EH16 6AJ","01312810301","50","3.5"
"Flava","Grill, Mexican","1-2 Liberton Road","Edinburgh","EH16 6AJ","0131 4782847","99","3.5"
"Bar Brig","American, Burgers","96-98 Leith Walk","Edinburgh","EH7 5HB","01312811090","6","5.5"
"Chop Chop 1","Chinese, Noodles","248 Morrison Street","Edinburgh","EH3 8DT","01312211155","212","4"
"Bentoya","Japanese, Chinese","13 Bread Street","Edinburgh","EH3 9AL","01316293993","208","4.5"
"Seasons Vietnamese Takeaway Restaurant","Vietnamese, Chinese","87-89 Newhaven Road","Edinburgh","EH6 5QJ","01315534107","169","5"
"Paprika Indian Takeaway","Indian, Curry","176 Morningside Road","Edinburgh","EH10 4PU","01314474646","43","4.5"
"Bonnie Burrito Lauriston Place","Mexican","39x Lauriston Place","Edinburgh","EH3 9HA","02039126648","3","4"
"Miss Woo's","Asian, Japanese","7 Bernard Street","Edinburgh","EH6 6PW","01315544053","60","4.5"
"#Sauce","Indian, Fast Food, Halal","109 Slateford Road","Edinburgh","EH11 1QY","07849283101","40","5.5"
"Nanyang Malaysian Restaurant","Malaysian, Chinese","Unit 1 3-5 Lister Square","Edinburgh","EH3 9GL","01316291797","567","5"
"Man On Fire","American, Burgers","180 Portabello High Street","Edinburgh","EH15 1EX","07407604051","613","4.5"
"Zucca Cafe & Restaurant","Italian, Pizza","15-17 Grindlay Street","Edinburgh","EH3 9AX","01312219323","1","4.5"
"Hanmi Edinburgh","Korean, Chinese","167-171 Dundee Street","Edinburgh","EH11 1BY","01312285526","12","5"
"Dolphin Fish & Chip Shop","Fish & Chips, Pizza","36-38 North Junction Street","Edinburgh","EH6 6HP","01314677299","1783","5.5"
"Bento Asian Food Bar","Japanese, Sushi","52 South Bridge","Edinburgh","EH1 1LL","01316295570","86","5.5"
"Fountainpark Fry Fish & Chips & Italian Cuisine","Fish & Chips, Italian","117 Dundee Road","Edinburgh","EH11 1AX","01312283927","2432","5.5"
"Taste of China","Chinese, Asian","175 - 177 Gilmore Place","Edinburgh","EH3 9PW","01312289988","5216","5"
"Ping On","Chinese, Oriental","26-32 Deanhaugh Street","Edinburgh","EH4 1LY","01313323621","1469","5"
"Turkish Carry Out Easter Road","Pizza, Kebab, Halal","146 Easter Road","Edinburgh","EH7 5RJ","01316613487","1619","5.5"
"Mania","Pizza, Chicken","93 Lauriston Place","Tollcross","EH3 9JB","01316235555","2157","5.5"
"Pomegranate","Middle Eastern, Persian","1 Antigua Street","Edinburgh","EH1 3NH","01315568337","94","5.5"
"Yummy Kitchen","Chinese, Asian","3 Yeaman Place","Edinburgh","EH11 1BR","01312282550","764","5.5"
"Happy Rice","Chinese, Oriental","178a Easter Road","Edinburgh","EH7 5QQ","01312026288","923","4.5"
"Nilgiri Spice","Indian, South Indian","14-14A Brougham Street","Tollcross","EH3 9JH","01312295578","33","5"
"Spicy Bite","Kebab, Pizza, Halal","119 Dundee Street","Edinburgh","EH11 1AX","01312286665","205","5.5"
"Smoov Gelato Coffee","Desserts, Ice Cream","244 Canongate","Edinburgh","EH8 8AB","01315564676","5","4"
"Hungry Wolf","Pizza, Burgers","16 Iona Street","Edinburgh","EH6 8SW","01315545931","166","5.5"
"Lucky Yu","Japanese, Asian","62 Elm Row","Edinburgh","EH7 4AQ","07784206103","25","5.5"
"BirdBox - Fountain Park","Chicken","130 Dundee Street","Edinburgh","EH11 1AF","02039126648","6","3.5"
"Pizza Geeks","Pizza, Italian","19 Dalry Road","Edinburgh","EH11 2BQ","0131 347 8863","183","5"
"Slumdog Delivered","Indian, Street Food, Halal","350 Morningside Road","Edinburgh","EH10 4QL","01312973297","238","4.5"
"Karma Kebab","Vegan, Kebab","32 South Clerk Street","Edinburgh","EH8 9PR","02039126648","47","5.5"
"High Dive (Civerinos)","Pizza","81-85 Saint Leonard's Street","Edinburgh","EH8 9QY","0131 667 4867","13","5"
"Italia Express","Pizza, Italian","159 Dundee Street","Edinburgh","EH11 1BY","01312211010","164","5.5"
"Celadon 2 U","Thai, Oriental","52 Rodney Street","Edinburgh","EH7 4DX","01316294748","851","5"
"Stacks - Fountain Park","Burgers","130 Dundee Street","Edinburgh","EH11 1AF","02039126648","6","3"
"White Sushi","Sushi, Japanese","31 Crighton Place","Edinburgh","EH7 4NY","07442423338","176","5"
"Amani Classic Punjabi Indian Cuisine","Indian, Pakistani, Halal","124 Morningside Road","Edinburgh","EH10 4BX","01314475566","1211","5.5"
"Subway - 3 Shandwick Place","Sandwiches","3 Shandwick Place","Edinburgh","EH2 4RG","02039126648","0","0"
"Roosters Chicken","Chicken, Burgers, Halal","112a Gorgie Road","Edinburgh","EH11 2NR","01313377663","24","5"
"Gali's Kitchen","Pizza, Italian","169-173 Gilmore Place","Edinburgh","EH3 9PW","01312290169","11","4.5"
"Curry 'n' Rice","Indian","26 South Bridge","Edinburgh","EH1 1LL","07554795464","7","3.5"
"Only Eat","Indian, Bangladeshi, Halal","194 Dalkeith Road","Edinburgh","EH16 5DU","01316673838","41","5.5"
"Fatty Owls","Sandwiches, American","33 Bread Street","Edinburgh","EH3 9AL","01312812991","8","6"
"Fusion Gourmet","Chinese, Oriental","14 - 18 Lady Lawson Street","Edinburgh","EH3 9DS","01312286463","22","4.5"
"Chopstix Noodle Bar - Edinburgh Waverley","Noodles, Asian","Unit L5 & L6 Princes Mall","Edinburgh","EH1 1BQ","02038269530","14","5.5"
"Ignite Bengali Indian Restaurant","Indian, Bangladeshi","272 Morrison Street","Edinburgh","EH3 8DT","01312285666","181","5"
"Sushi Stop","Sushi, Japanese","7 Forrest Road","Edinburgh","EH1 2QH","01312262610","29","5"
"305 Kitchen","American, Lunch","305 Leith Walk","Edinburgh","EH6 8SA","01316295947","20","5.5"
"The Real Pizza Factory","Pizza, Italian","12 Crighton Place, Leith Walk","Edinburgh","EH7 4NY","01315550005","1802","4.5"
"Greenmantle","British, Burgers","44 West Crosscauseway","Edinburgh","EH8 9JP","01316628741","8","4.5"
"YO! Sushi - Edinburgh Princes St","Sushi, Japanese","1st Floor, 78 Princes Street","Edinburgh","EH2 2ER","01313 412062","114","5"
"Qasheez","Kebab, Pizza, Halal","23 Jocks Lodge","Edinburgh","EH8 7AA","01316522070","20","5"
"Tikka Masala","Indian, Curry, Halal","201 Pleasance","Edinburgh","EH8 9RU","01316681412","737","5"
"Taco Mazama","Mexican, Greek","95-96A Princes Street","Edinburgh","EH2 2ER","01412375889","38","4.5"
"The Real Burger House","American, Burgers","12 Crighton Place, Laith Walk","Edinburgh","EH7 4NY","01315550005","542","4"
"Corner Pizza","Pizza, Kebab, Halal","8 Polwarth Gardens","Edinburgh","EH11 1LW","01312283090","85","5.5"
"Doner Pizza","Pizza, Kebab","29 Crighton Place","Edinburgh","EH7 4NY","01312810757","702","2.5"
"The Urban Fox","European, Burgers","19 Causewayside","Edinburgh","EH9 1QF","01316626766","5","4.5"
"Bella Roma","Pizza, Kebab","223 Causeway","Edinburgh","EH9 1PH","01316624727","589","4.5"
"The Rosehip","British, European","43 Rose Street","Edinburgh","EH2 2NH","01312258028","0","0"
"Red Fort Restaurant","Indian, Bangladeshi, Halal","Drummond Street","Edinburgh","EH8 9TU","01315571999","45","5"
"Kama Sutra","Indian, Curry","16 Drummond Street","Edinburgh","EH8 9TX","01315566040","4","5"
"The City Restaurant","American, Fast Food","35 Nicolson Street","Edinburgh","EH8 9BE","01316672819","7","5.5"
"Novapizza Vegetarian Kitchen","Vegetarian, Italian","42 Howe Street","Edinburgh","EH3 6TH","07746258569","1","5.5"
"Philpotts Edinburgh","Sandwiches, Salads","132 Lothian Road","Edinburgh","EH3 9BG","01312289000","0","0"
"Mughal Indian Restaurant","Indian, Curry, Halal","81 Fountain Bridge","Edinburgh","EH3 9PU","01312410148","555","5"
"Bang'N Gourmet Burgers & Pizzas","Burgers, Pizza","54a Clerk Street","Edinburgh","EH8 9JB","01316620550","201","4.5"
"Papa's Burgers & Tacos","Burgers, Mexican","54a Clerk Street","Edinburgh","EH8 9JB","01312614573","34","4.5"
"De Belgian Winkel","Desserts, Halal","32 Easter Road","Edinburgh","EH7 5RG","07873417203","10","5.5"
"Tom Yum Thai","Thai, Oriental","3 Wheatfield Street","Edinburgh","EH11 2NZ","01313377300","900","5"
"Shi Chinese","Chinese, Oriental, Halal","3 Wheatfield Street","Edinburgh","EH11 2NZ","01313372386","497","5"
"Mr Crolla's Takeaway","Fish & Chips, Pizza","97 High Street","Tranent","EH33 1LW","01875616616","1226","5"
"Dragon Way (Prestonpans)","Chinese, Oriental, Halal","1 Cuthill, Prestonpans","Edinburgh","EH32 9BG","01875819969","182","3"
